WIG20_MAX_DIF;WIG20_MAX_PRC;WIG20_MAX;WIG20_MIN;FTSE 100_Max;FTSE 100_Max_DIF;FTSE 100_Max_PRC;FTSE 100_Min;FTSE 100_Min_DIF;Dow Jones_Max;Dow Jones_Max_PRC;Dow Jones_Max_DIF;Dow Jones_Min;Dow Jones_Min_DIF;DAX_Max;DAX_Max_PRC;DAX_Max_DIF;DAX_Min;DAX_Min_DIF;SMI_Max;SMI_Max_PRC;SMI_Max_DIF;SMI_Min;SMI_Min_DIF;CAC40_Max;CAC40_Max_PRC;CAC40_Max_DIF;CAC40_Min;CAC40_Min_DIF;FTSE MIB_Max;FTSE MIB_Max_PRC;FTSE MIB_Max_DIF;FTSE MIB_Min;FTSE MIB_Min_DIF;GBP/PLN_Max.;GBP/PLN_Max._PRC;GBP/PLN_Max._DIF;GBP/PLN_Min.;GBP/PLN_Min._DIF;USD/PLN_Max.;USD/PLN_Max._PRC;USD/PLN_Max._DIF;USD/PLN_Min.;USD/PLN_Min._DIF;EUR/PLN_Max.;EUR/PLN_Max._PRC;EUR/PLN_Max._DIF;EUR/PLN_Min.;EUR/PLN_Min._DIF;CHF/PLN_Max.;CHF/PLN_Max._PRC;CHF/PLN_Max._DIF;CHF/PLN_Min.;CHF/PLN_Min._DIF
28,26;0,013147;2177,85;2147,98;5434,02;-18,63;-0,003417;5366,8;-20,54;11967,84;-2,84087E-05;-0,34;11825,22;5,91;5795,87;0,003613853;20,87;5682,16;-11,25;5796,35;-0,004164526;-24,24;5723,54;7,84;3021,64;0,001508076;4,55;2975,12;5,72;14732,23;-0,005249838;-77,75;14439,63;-51,76;5,45;0,007393715;0,04;5,36;0,03;3,51;0,00862069;0,03;3,47;0,04;4,58;0,011037528;0,05;4,5;0,03;3,72;0,002695418;0,01;3,66;0,01
17,08;0,007843;2194,93;2170,69;5490,15;56,13;0,010329;5366,8;0;11950,02;-0,00148899;-17,82;11786,47;-38,75;5771,6;-0,004187465;-24,27;5675,14;-7,02;5761,35;-0,006038283;-35;5707,42;-16,12;3072,95;0,016980845;51,31;2976,17;1,05;14958,48;0,015357485;226,25;14430,02;-9,61;5,47;0,003669725;0,02;5,4;0,04;3,53;0,005698006;0,02;3,49;0,02;4,6;0,004366812;0,02;4,53;0,03;3,74;0,005376344;0,02;3,66;0
11,97;0,005453;2206,9;2161,7;5525,96;35,81;0,006523;5413,7;46,9;12147,7;0,016542232;197,68;11904,38;117,91;5852,43;0,014004782;80,83;5734,12;58,98;5779,07;0,003075668;17,72;5724,86;17,44;3111,1;0,012414781;38,15;3059,46;83,29;15143,53;0,012370909;185,05;14749,58;319,56;5,45;-0,003656307;-0,02;5,35;-0,05;3,53;0;0;3,44;-0,05;4,58;-0,004347826;-0,02;4,53;0;3,72;-0,005347594;-0,02;3,66;0
6,87;0,003113;2213,77;2162,25;5529,21;3,25;0,000588;5427,86;14,16;12181,38;0,002772541;33,68;11940,86;36,48;5952,55;0,017107424;100,12;5785,43;51,31;5805,92;0,004646076;26,85;5745,74;20,88;3163,7;0,016907203;52,6;3089,59;30,13;15478,1;0,022093264;334,57;14896,73;147,15;5,42;-0,005504587;-0,03;5,26;-0,09;3,47;-0,016997167;-0,06;3,38;-0,06;4,58;0;0;4,5;-0,03;3,71;-0,002688172;-0,01;3,63;-0,03
5,25;0,002372;2219,02;2174,07;5540,52;11,31;0,002046;5440,86;13;12212,83;0,002581809;31,45;11995,51;54,65;6007,05;0,00915574;54,5;5802,36;16,93;5795,07;-0,001868782;-10,85;5691,67;-54,07;3175,9;0,003856244;12,2;3064,63;-24,96;15494,64;0,001068607;16,54;14854,3;-42,43;5,33;-0,016605166;-0,09;5,25;-0,01;3,41;-0,017291066;-0,06;3,35;-0,03;4,54;-0,008733624;-0,04;4,49;-0,01;3,69;-0,005390836;-0,02;3,63;0
14,35;0,006467;2233,37;2203,36;5605,27;64,75;0,011687;5483,77;42,91;12195,91;-0,001385428;-16,92;11966,22;-29,29;6077,17;0,011672951;70,12;5868,63;66,27;5812,16;0,002949058;17,09;5725,46;33,79;3215,59;0,012497245;39,69;3091,23;26,6;15790,58;0,019099508;295,94;14906,95;52,65;5,31;-0,003752345;-0,02;5,21;-0,04;3,4;-0,002932551;-0,01;3,32;-0,03;4,53;-0,002202643;-0,01;4,44;-0,05;3,66;-0,008130081;-0,03;3,59;-0,04
40,12;0,017964;2273,49;2222,96;5631,88;26,61;0,004747;5497,96;14,19;12257,67;0,005063993;61,76;12060,37;94,15;6137,05;0,009853271;59,88;5919,56;50,93;5799,99;-0,002093886;-12,17;5726,68;1,22;3244,89;0,009111858;29,3;3131,99;40,76;16154,96;0,023075783;364,38;15416,51;509,56;5,26;-0,009416196;-0,05;5,17;-0,04;3,35;-0,014705882;-0,05;3,31;-0,01;4,49;-0,008830022;-0,04;4,44;0;3,62;-0,010928962;-0,04;3,58;-0,01
-8,77;-0,003858;2264,72;2242,12;5592,95;-38,93;-0,006912;5521,91;23,95;12215,71;-0,003423163;-41,96;12076,71;16,34;6094,77;-0,006889303;-42,28;6005,82;86,26;5790;-0,001722417;-9,99;5703,94;-22,74;3207,9;-0,011399462;-36,99;3167,64;35,65;16061,26;-0,005800076;-93,7;15746,59;330,08;5,24;-0,003802281;-0,02;5,17;0;3,36;0,002985075;0,01;3,31;0;4,49;0;0;4,44;0;3,63;0,002762431;0,01;3,58;0
28,49;0,012580;2293,21;2267,1;5602,8;9,85;0,001761;5545,93;24,02;12186,53;-0,002388727;-29,18;12021,46;-55,25;6170,04;0,012349933;75,27;6086,42;80,6;5756,05;-0,005863558;-33,95;5713,19;9,25;3215,78;0,002456436;7,88;3183,57;15,93;15977,59;-0,005209429;-83,67;15680,98;-65,61;5,24;0;0;5,15;-0,02;3,35;-0,00297619;-0,01;3,3;-0,01;4,51;0,004454343;0,02;4,42;-0,02;3,64;0,002754821;0,01;3,58;0
12,75;0,005560;2305,96;2250,67;5595,54;-7,26;-0,001296;5489,07;-56,86;12146,68;-0,003270004;-39,85;12007,12;-14,34;6169,64;-6,48294E-05;-0,4;6055,48;-30,94;5766,45;0,001806795;10,4;5697,28;-15,91;3201,06;-0,004577428;-14,72;3151,41;-32,16;15720,9;-0,016065627;-256,69;15376,84;-304,14;5,25;0,001908397;0,01;5,17;0,02;3,37;0,005970149;0,02;3,3;0;4,51;0;0;4,45;0,03;3,65;0,002747253;0,01;3,61;0,03
-2,21;-0,000958;2303,75;2260,78;5553,89;-41,65;-0,007443;5486,87;-2,2;12062,64;-0,006918763;-84,04;11974,62;-32,5;6111,97;-0,009347385;-57,67;6017,38;-38,1;5734,85;-0,005479975;-31,6;5640,29;-56,99;3168,92;-0,010040424;-32,14;3119,74;-31,67;15447,78;-0,017373051;-273,12;15133,6;-243,24;5,27;0,003809524;0,02;5,21;0,04;3,36;-0,002967359;-0,01;3,32;0,02;4,52;0,002217295;0,01;4,47;0,02;3,69;0,010958904;0,04;3,62;0,01
-15,88;-0,006893;2287,87;2164,89;5538,96;-14,93;-0,002688;5274,95;-211,92;12045,68;-0,001405994;-16,96;11559,27;-415,35;6130,68;0,003061206;18,71;5725,98;-291,4;5652,7;-0,014324699;-82,15;5485,28;-155,01;3166,55;-0,000747889;-2,37;2986,28;-133,46;15304,72;-0,009260878;-143,06;14445,39;-688,21;5,34;0,013282732;0,07;5,21;0;3,43;0,020833333;0,07;3,31;-0,01;4,56;0,008849558;0,04;4,47;0;3,72;0,008130081;0,03;3,64;0,02
0,2;0,000087;2288,07;2182,53;5344,18;-194,78;-0,035165;5272,44;-2,51;11624,01;-0,035005911;-421,67;11517,04;-42,23;5826,35;-0,049640497;-304,33;5690,57;-35,41;5552,45;-0,017734888;-100,25;5485,4;0,12;3047,87;-0,037479276;-118,68;2972,1;-14,18;14752,47;-0,03608364;-552,25;14384,06;-61,33;5,33;-0,001872659;-0,01;5,23;0,02;3,41;-0,005830904;-0,02;3,36;0,05;4,55;-0,002192982;-0,01;4,49;0,02;3,71;-0,002688172;-0,01;3,65;0,01
-68,19;-0,029802;2219,88;2188,93;5327,76;-16,42;-0,003073;5164,65;-107,79;11562,1;-0,005326045;-61,91;11232,16;-284,88;5754,51;-0,01233019;-71,84;5573;-117,57;5530,74;-0,003909986;-21,71;5428,75;-56,65;3012,93;-0,011463744;-34,94;2890,76;-81,34;14614,19;-0,009373346;-138,28;14069,43;-314,63;5,31;-0,003752345;-0,02;5,22;-0,01;3,42;0,002932551;0,01;3,36;0;4,56;0,002197802;0,01;4,49;0;3,71;0;0;3,63;-0,02
0,34;0,000153;2220,22;2126,41;5200,31;-127,45;-0,023922;5075,22;-89,43;11361,47;-0,017352384;-200,63;11231,56;-0,6;5528,64;-0,039250953;-225,87;5366,5;-206,5;5436,43;-0,017051968;-94,31;5307,76;-120,99;2871,49;-0,046944337;-141,44;2793,22;-97,54;14044,65;-0,038971712;-569,54;13609,71;-459,72;5,31;0;0;5,19;-0,03;3,44;0,005847953;0,02;3,37;0,01;4,55;-0,002192982;-0,01;4,47;-0,02;3,7;-0,002695418;-0,01;3,64;0,01
-39,45;-0,017769;2180,77;2116,61;5184,26;-16,05;-0,003086;5098,99;23,77;;;;;;5563,82;0,006363229;35,18;5399,85;33,35;5414,05;-0,004116672;-22,38;5322,72;14,96;2876,31;0,001678571;4,82;2807,06;13,84;14243,95;0,014190457;199,3;13736,12;126,41;5,24;-0,013182674;-0,07;5,18;-0,01;3,38;-0,01744186;-0,06;3,34;-0,03;4,51;-0,008791209;-0,04;4,47;0;3,67;-0,008108108;-0,03;3,63;-0,01
-15,89;-0,007286;2164,88;2138,77;5206,82;22,56;0,004352;5139,78;40,79;11492,82;;;11257,55;;5588,11;0,004365706;24,29;5457,77;57,92;5455,06;0,007574736;41,01;5386,14;63,42;2881,56;0,001825255;5,25;2822,43;15,37;14428,33;0,012944443;184,38;13915,78;179,66;5,24;0;0;5,13;-0,05;3,37;-0,00295858;-0,01;3,3;-0,04;4,5;-0,002217295;-0,01;4,43;-0,04;3,67;0;0;3,6;-0,03
12,3;0,005682;2177,18;2183,83;5281,95;75,13;0,014429;5206,82;67,04;11571,75;0,006867766;78,93;11433,97;176,42;5681,74;0,016755218;93,63;5537,39;79,62;5519,79;0,011866047;64,73;5443,17;57,03;2941,76;0,020891462;60,2;2870,68;48,25;14718,65;0,020121525;290,32;14253,38;337,6;5,19;-0,009541985;-0,05;5,12;-0,01;3,32;-0,014836795;-0,05;3,28;-0,02;4,49;-0,002222222;-0,01;4,43;0;3,63;-0,010899183;-0,04;3,58;-0,02
44,29;0,020343;2221,47;2170,35;5362,94;80,99;0,015333;5221,69;14,87;11795,7;0,019353166;223,95;11454,07;20,1;5771,7;0,015833178;89,96;5598,05;60,66;5589,53;0,012634539;69,74;5466,09;22,92;2981,79;0,0136075;40,03;2894,94;24,26;15099,79;0,025895038;381,14;14499,26;245,88;5,2;0,001926782;0,01;5,13;0,01;3,32;0;0;3,27;-0,01;4,49;0;0;4,41;-0,02;3,63;0;0;3,55;-0,03
9,02;0,004060;2230,49;2239,88;5423,14;60,2;0,011225;5347,89;126,2;11854,81;0,005011148;59,11;11755,82;301,75;5897,99;0,021880902;126,29;5769,69;171,64;5660,12;0,012628969;70,59;5611,61;145,52;3026,39;0,014957458;44,6;2979,6;84,66;15458,06;0,02372682;358,27;15042,9;543,64;5,21;0,001923077;0,01;5,13;0;3,3;-0,006024096;-0,02;3,24;-0,03;4,45;-0,008908686;-0,04;4,4;-0,01;3,59;-0,011019284;-0,04;3,55;0
75,93;0,034042;2306,42;2277,38;5509,02;85,88;0,015836;5366,12;18,23;11948,43;0,007897216;93,62;11676,35;-79,47;5921,25;0,003943716;23,26;5778,1;8,41;5677,06;0,002992869;16,94;5615,27;3,66;3064,15;0,012476911;37,76;3000,67;21,07;15470,36;0,000795701;12,3;15113,11;70,21;5,22;0,001919386;0,01;5,15;0,02;3,31;0,003030303;0,01;3,26;0,02;4,46;0,002247191;0,01;4,4;0;3,6;0,002785515;0,01;3,55;0
14,62;0,006339;2321,04;2276,23;5562,91;53,89;0,009782;5450,24;84,12;12109,03;0,013441096;160,6;11890,57;214,22;6028,23;0,018067131;106,98;5852,04;73,94;5717,75;0,007167442;40,69;5637,34;22,07;3102,24;0,012430854;38,09;3027,44;26,77;15738,84;0,017354477;268,48;15140,26;27,15;5,21;-0,001915709;-0,01;5,11;-0,04;3,32;0,003021148;0,01;3,25;-0,01;4,45;-0,002242152;-0,01;4,38;-0,02;3,6;0;0;3,54;-0,01
10,45;0,004502;2331,49;2265,27;5551,38;-11,53;-0,002073;5428,6;-21,64;12165,11;0,004631255;56,08;12001,26;110,69;6011,47;-0,002780252;-16,76;5815,85;-36,19;5699,06;-0,003268768;-18,69;5593,83;-43,51;3097,98;-0,001373201;-4,26;3030,16;2,72;15570,24;-0,010712352;-168,6;14998,06;-142,2;5,2;-0,001919386;-0,01;5,12;0,01;3,29;-0,009036145;-0,03;3,23;-0,02;4,44;-0,002247191;-0,01;4,38;0;3,59;-0,002777778;-0,01;3,53;-0,01
-5,75;-0,002466;2325,74;2304,19;5575,19;23,81;0,004289;5489,25;60,65;12170,56;0,000448003;5,45;12027,03;25,77;6116,07;0,01740007;104,6;5934,09;118,24;5682,61;-0,002886441;-16,45;5618,52;24,69;3174,32;0,024641863;76,34;3090,23;60,07;16137,98;0,03646315;567,74;15381,04;382,98;5,16;-0,007692308;-0,04;5,09;-0,03;3,24;-0,015197568;-0,05;3,18;-0,05;4,42;-0,004504505;-0,02;4,36;-0,02;3,58;-0,002785515;-0,01;3,52;-0,01
35,73;0,015363;2361,47;2264,85;5497,2;-77,99;-0,013989;5360,19;-129,06;11961,14;-0,017207096;-209,42;11779,88;-247,15;5934,31;-0,02971843;-181,76;5721,97;-212,12;5628,6;-0,009504435;-54,01;5537,16;-81,36;3122,29;-0,016390912;-52,03;3008,73;-81,5;15595,49;-0,033615731;-542,49;14867,41;-513,63;5,2;0,007751938;0,04;5,11;0,02;3,27;0,009259259;0,03;3,21;0,03;4,43;0,002262443;0,01;4,37;0,01;3,6;0,005586592;0,02;3,54;0,02
-39,03;-0,016528;2322,44;2303,28;5615,84;118,64;0,021582;5426,25;66,06;12166,4;0,017160572;205,26;11736,93;-42,95;6055,58;0,0204354;121,27;5767,26;45,29;5730,25;0,018059553;101,65;5584,28;47,12;3183,41;0,019575376;61,12;3046,36;37,63;15894,36;0,019163874;298,87;14864,57;-2,84;5,18;-0,003846154;-0,02;5,04;-0,07;3,26;-0,003058104;-0,01;3,14;-0,07;4,41;-0,004514673;-0,02;4,33;-0,04;3,58;-0,005555556;-0,02;3,49;-0,05
93,45;0,040238;2415,89;2379,85;5616;0,16;0,000028;5509,57;83,32;12187,51;0,001735107;21,11;12002,17;265,24;6087,06;0,005198511;31,48;5934,23;166,97;5725,11;-0,000896994;-5,14;5658,23;73,95;3193,62;0,003207253;10,21;3102,67;56,31;16023,41;0,008119232;129,05;15564,02;699,45;5,11;-0,013513514;-0,07;5,04;0;3,18;-0,024539877;-0,08;3,13;-0,01;4,38;-0,006802721;-0,03;4,33;0;3,54;-0,011173184;-0,04;3,49;0
0,59;0,000244;2416,48;2325,73;5557,76;-58,24;-0,010370;5432,16;-77,41;12074,44;-0,009277531;-113,07;11880,69;-121,48;6028,59;-0,009605622;-58,47;5835,09;-99,14;5674,46;-0,008846992;-50,65;5603,66;-54,57;3144,04;-0,015524702;-49,58;3053,1;-49,57;15822,69;-0,012526672;-200,72;14937,09;-626,93;5,13;0,003913894;0,02;5,04;0;3,2;0,006289308;0,02;3,15;0,02;4,4;0,00456621;0,02;4,34;0,01;3,57;0,008474576;0,03;3,5;0,01
-9,39;-0,003886;2407,09;2347,87;5599,46;41,7;0,007503;5495,38;63,22;12043,49;-0,002563266;-30,95;11850,31;-30,38;6175,43;0,024357271;146,84;5928,92;93,83;5711,29;0,006490485;36,83;5626,62;22,96;3228,11;0,026739482;84,07;3113,44;60,34;16014,36;0,012113617;191,67;15210,73;273,64;5,12;-0,001949318;-0,01;5;-0,04;3,19;-0,003125;-0,01;3,13;-0,02;4,39;-0,002272727;-0,01;4,31;-0,03;3,6;0,008403361;0,03;3,54;0,04
8;0,003324;2415,09;2327,23;5564,54;-34,92;-0,006236;5402,63;-92,75;12065,93;0,001863247;22,44;11835,43;-14,88;6193,34;0,002900203;17,91;5832,03;-96,89;5678,11;-0,005809546;-33,18;5546,31;-80,31;3221,94;-0,001911335;-6,17;3029,44;-84;15983,7;-0,001914532;-30,66;14884,74;-325,99;5,13;0,001953125;0,01;5;0;3,23;0,012539185;0,04;3,13;0;4,41;0,004555809;0,02;4,31;0;3,64;0,011111111;0,04;3,55;0,01
8,46;0,003503;2423,55;2314,7;5493,29;-71,25;-0,012804;5383,37;-19,26;11876,83;-0,015672228;-189,1;11658,49;-176,94;5990,56;-0,032741622;-202,78;5810,79;-21,24;5643,86;-0,006031937;-34,25;5566,06;19,75;3134,83;-0,027036506;-87,11;3049,7;20,26;15336,02;-0,040521281;-647,68;14731,8;-152,94;5,21;0,015594542;0,08;5,04;0,04;3,26;0,009287926;0,03;3,16;0,03;4,48;0,015873016;0,07;4,35;0,04;3,68;0,010989011;0,04;3,57;0,02
-46,72;-0,019278;2376,83;2371,57;5702,24;208,95;0,038037;5544,22;160,85;12229,29;0,029676269;352,46;11954,41;295,92;6304,84;0,052462541;314,28;6141,34;330,55;5832,06;0,033345972;188,2;5731,27;165,21;3310,3;0,055974327;175,47;3242,84;193,14;16504,89;0,076217298;1168,87;16017,73;1285,93;5,13;-0,015355086;-0,08;4,92;-0,12;3,19;-0,021472393;-0,07;3,05;-0,11;4,42;-0,013392857;-0,06;4,31;-0,04;3,63;-0,013586957;-0,05;3,53;-0,04
17,26;0,007262;2394,09;2394,48;5746,88;44,64;0,007829;5684,95;140,73;12251,92;0,001850475;22,63;12164,24;209,83;6430,6;0,019946581;125,76;6305,5;164,16;5862,04;0,005140551;29,98;5822,14;90,87;3411,22;0,030486663;100,92;3333,29;90,45;17053,41;0,033233787;548,52;16561,98;544,25;4,95;-0,035087719;-0,18;4,86;-0,06;3,07;-0,037617555;-0,12;3,02;-0,03;4,35;-0,015837104;-0,07;4,28;-0,03;3,56;-0,019283747;-0,07;3,5;-0,03
37,03;0,015467;2431,12;2387,44;5747,33;0,45;0,000078;5553,24;-131,71;12284,31;0,002643667;32,39;11872,07;-292,17;6347,6;-0,012907038;-83;6196,6;-108,9;5857,12;-0,000839298;-4,92;5781,08;-41,06;3372,54;-0,011339052;-38,68;3243,79;-89,5;16977,59;-0,004446032;-75,82;16460,68;-101,3;5,04;0,018181818;0,09;4,84;-0,02;3,15;0,026058632;0,08;3,01;-0,01;4,39;0,009195402;0,04;4,28;0;3,59;0,008426966;0,03;3,5;0
2,32;0,000954;2433,44;2325,79;5576,63;-170,7;-0,029701;5498,51;-54,73;11891,21;-0,032000169;-393,1;11694,36;-177,71;6143,56;-0,032144433;-204,04;5951,82;-244,78;5735,42;-0,02077813;-121,7;5662,43;-118,65;3227,97;-0,042866801;-144,57;3146,11;-97,68;16371,93;-0,035674086;-605,66;15973,57;-487,11;5,07;0,005952381;0,03;5;0,16;3,18;0,00952381;0,03;3,12;0,11;4,4;0,002277904;0,01;4,35;0,07;3,61;0,005571031;0,02;3,56;0,06
-62,4;-0,025643;2371,04;2319,5;5574,13;-2,5;-0,000448;5465,52;-32,99;11912,86;0,001820673;21,65;11682,52;-11,84;6157,93;0,002339035;14,37;5964,28;12,46;5798,17;0,010940786;62,75;5687,81;25,38;3228,38;0,000127015;0,41;3150,13;4,02;16251,57;-0,007351607;-120,36;15880,6;-92,97;5,06;-0,001972387;-0,01;4,99;-0,01;3,17;-0,003144654;-0,01;3,13;0,01;4,4;0;0;4,34;-0,01;3,59;-0,005540166;-0,02;3,54;-0,02
23,67;0,009983;2394,71;2315,31;5552,79;-21,34;-0,003828;5487,21;21,69;11940,75;0,002341167;27,89;11805,77;123,25;6067,16;-0,014740343;-90,77;5937,58;-26,7;5804,24;0,001046882;6,07;5746,73;58,92;3224,09;-0,00132884;-4,29;3156,37;6,24;16308,66;0,003512891;57,09;15877,62;-2,98;5,07;0,001976285;0,01;4,98;-0,01;3,18;0,003154574;0,01;3,12;-0,01;4,4;0;0;4,34;0;3,6;0,002785515;0,01;3,53;-0,01
-18,79;-0,007846;2375,92;2231,85;5500,54;-52,25;-0,009410;5384,68;-102,53;11812,46;-0,010743881;-128,29;11542,84;-262,93;5980,46;-0,014290047;-86,7;5769,19;-168,39;5759,93;-0,007634074;-44,31;5644,8;-101,93;3171,34;-0,016361206;-52,75;3092,43;-63,94;16223,26;-0,005236482;-85,4;15805,33;-72,29;5,09;0,003944773;0,02;5,01;0,03;3,22;0,012578616;0,04;3,15;0,03;4,42;0,004545455;0,02;4,37;0,03;3,61;0,002777778;0,01;3,55;0,02
-67,76;-0,028519;2308,16;2222,09;5450,49;-50,05;-0,009099;5363,16;-21,52;11581,25;-0,0195734;-231,21;11391,14;-151,7;5914,87;-0,010967384;-65,59;5752,83;-16,36;5722,17;-0,006555635;-37,76;5650,04;5,24;3148,4;-0,007233535;-22,94;3082,12;-10,31;16247,49;0,001493535;24,23;15677,86;-127,47;5,1;0,001964637;0,01;4,96;-0,05;3,24;0,00621118;0,02;3,15;0;4,43;0,002262443;0,01;4,34;-0,03;3,6;-0,002770083;-0,01;3,49;-0,06
-33,35;-0,014449;2274,81;2272,42;5483,79;33,3;0,006110;5410,35;47,19;11633,7;0,004528872;52,45;11469,17;78,03;5977,75;0,010630834;62,88;5874,85;122,02;5734,2;0,002102349;12,03;5686,64;36,6;3184,33;0,011412146;35,93;3137,05;54,93;16331,79;0,005188494;84,3;16050,76;372,9;5;-0,019607843;-0,1;4,92;-0,04;3,17;-0,021604938;-0,07;3,12;-0,03;4,36;-0,015801354;-0,07;4,32;-0,02;3,53;-0,019444444;-0,07;3,47;-0,02
33,45;0,014705;2308,26;2242,64;5436,7;-47,09;-0,008587;5348,64;-61,71;11652,74;0,001636625;19,04;11296,12;-173,05;5907,46;-0,011758605;-70,29;5747,65;-127,2;5700,93;-0,00580203;-33,27;5648,62;-38,02;3152,09;-0,010124579;-32,24;3088,32;-48,73;16022,91;-0,018912807;-308,88;15652,99;-397,77;5,03;0,006;0,03;4,95;0,03;3,2;0,009463722;0,03;3,14;0,02;4,38;0,004587156;0,02;4,33;0,01;3,55;0,005665722;0,02;3,5;0,03
-19,83;-0,008591;2288,43;2263,11;5543,72;107,02;0,019685;5405,2;56,56;11643,35;-0,000805819;-9,39;11378,35;82,23;6081,41;0,029445819;173,95;5819,97;72,32;5816,27;0,020231787;115,34;5704,94;56,32;3266,57;0,03631876;114,48;3149,93;61,61;16621,15;0,037336539;598,24;15794,78;141,79;5,01;-0,003976143;-0,02;4,85;-0,1;3,18;-0,00625;-0,02;3,07;-0,07;4,37;-0,002283105;-0,01;4,26;-0,07;3,54;-0,002816901;-0,01;3,44;-0,06
47,78;0,020879;2336,21;2257,93;5501,39;-42,33;-0,007636;5395,57;-9,63;11646,83;0,000298883;3,48;11478,66;100,31;6037,29;-0,007254896;-44,12;5885,39;65,42;5804,94;-0,001947984;-11,33;5708,99;4,05;3250,48;-0,004925656;-16,09;3180,05;30,12;16491,72;-0,007787066;-129,43;15796,9;2,12;4,94;-0,013972056;-0,07;4,89;0,04;3,14;-0,012578616;-0,04;3,09;0,02;4,32;-0,011441648;-0,05;4,28;0,02;3,49;-0,014124294;-0,05;3,46;0,02
-17,75;-0,007598;2318,46;2269,53;5456,09;-45,3;-0,008234;5368,37;-27,2;11518,09;-0,011053652;-128,74;11377,82;-100,84;6036,02;-0,000210359;-1,27;5878,29;-7,1;5775,75;-0,005028476;-29,19;5694,87;-14,12;3251,62;0,000350717;1,14;3168,38;-11,67;16639,15;0,008939638;147,43;15878,67;81,77;4,96;0,004048583;0,02;4,88;-0,01;3,16;0,006369427;0,02;3,1;0,01;4,32;0;0;4,28;0;3,5;0,00286533;0,01;3,46;0
11,13;0,004801;2329,59;2245,15;5458,02;1,93;0,000354;5348,16;-20,21;11625,3;0,009307967;107,21;11417,28;39,46;6022,05;-0,002314439;-13,97;5798,16;-80,13;5789,86;0,002442973;14,11;5705,24;10,37;3238,07;-0,004167154;-13,55;3121,16;-47,22;16505,98;-0,008003414;-133,17;15900,46;21,79;4,95;-0,002016129;-0,01;4,88;0;3,18;0,006329114;0,02;3,1;0;4,33;0,002314815;0,01;4,28;0;3,51;0,002857143;0,01;3,45;-0,01
-8,07;-0,003464;2321,52;2243,52;5399;-59,02;-0,010813;5330,42;-17,74;11447,86;-0,015263262;-177,44;11365,67;-51,61;5883,38;-0,023027042;-138,67;5773,88;-24,28;5743,95;-0,00792938;-45,91;5674,41;-30,83;3156,09;-0,02531755;-81,98;3115,05;-6,11;16273,34;-0,014094286;-232,64;15789,25;-111,21;5;0,01010101;0,05;4,9;0,02;3,2;0,006289308;0,02;3,14;0,04;4,35;0,004618938;0,02;4,29;0,01;3,53;0,005698006;0,02;3,46;0,01
-41,83;-0,018018;2279,69;2190,1;5413,43;14,43;0,002673;5303,4;-27,02;11433,33;-0,001269233;-14,53;11104,56;-261,11;5872,15;-0,001908767;-11,23;5652,99;-120,89;5729,59;-0,002500022;-14,36;5655,92;-18,49;3162,73;0,002103869;6,64;3094,17;-20,88;16098,16;-0,010764846;-175,18;15622,39;-166,86;5,09;0,018;0,09;4,92;0,02;3,27;0,021875;0,07;3,14;0;4,38;0,006896552;0,03;4,29;0;3,53;0;0;3,47;0,01
-10,55;-0,004628;2269,14;2162,68;5370,89;-42,54;-0,007858;5261,43;-41,97;11232,05;-0,01760467;-201,28;11051,13;-53,43;5749,13;-0,020949737;-123,02;5606,32;-46,67;5685,26;-0,007737028;-44,33;5590,73;-65,19;3126;-0,011613385;-36,73;3052,46;-41,71;15635,59;-0,02873434;-462,57;15275,1;-347,29;5,1;0,001964637;0,01;5,02;0,1;3,28;0,003058104;0,01;3,23;0,09;4,4;0,00456621;0,02;4,34;0,05;3,56;0,008498584;0,03;3,51;0,04
-58,98;-0,025992;2210,16;2139,78;5291,26;-79,63;-0,014826;5102,17;-159,26;11132,6;-0,008854127;-99,45;10858,67;-192,46;5645,25;-0,018068821;-103,88;5465,55;-140,77;5640,07;-0,007948625;-45,19;5545,29;-45,44;3075,37;-0,016196417;-50,63;2995,38;-57,08;15331,53;-0,01944666;-304,06;14835,67;-439,43;5,09;-0,001960784;-0,01;5,01;-0,01;3,31;0,009146341;0,03;3,25;0,02;4,4;0;0;4,36;0,02;3,58;0,005617978;0,02;3,52;0,01
-15,5;-0,007013;2194,66;2105,24;5121,4;-169,86;-0,032102;4944,44;-157,73;10950,89;-0,016322333;-181,71;10738,1;-120,57;5486,03;-0,028204243;-159,22;5266,14;-199,41;5532,05;-0,019152245;-108,02;5462,25;-83,04;2973,9;-0,032994404;-101,47;2887,82;-107,56;14805,48;-0,034311644;-526,05;14312,54;-523,13;5,13;0,007858546;0,04;5,05;0,04;3,32;0,003021148;0,01;3,27;0,02;4,42;0,004545455;0,02;4,36;0;3,61;0,008379888;0,03;3,53;0,01
-47,45;-0,021621;2147,21;2049,88;5075,5;-45,9;-0,008962;4868,6;-75,84;10825,44;-0,01145569;-125,45;10404,49;-333,61;5288,78;-0,035954962;-197,25;5125,44;-140,7;5458,83;-0,0132356;-73,22;5361,9;-100,35;2884,62;-0,030021184;-89,28;2808,22;-79,6;14518,92;-0,019354996;-286,56;14058,95;-253,59;5,18;0,009746589;0,05;5,08;0,03;3,36;0,012048193;0,04;3,29;0,02;4,43;0,002262443;0,01;4,38;0,02;3,64;0,008310249;0,03;3,58;0,05
